bat
4 52.0814357190436 47.77269866669268
4 51.38713635802355 47.69668279030444
4 52.32659360926053 49.16796354748536
3 50.77963096263498 45.735186728963505
3 50.062837382837834 45.07134119535924
5 51.60791182380278 47.99113284130453
4 51.64536458411878 45.983816404472925
4 51.38713635802355 47.69668279030444
4 52.0814357190436 47.77269866669268
3 50.77963096263497 45.735186728963505
6 0.001
3.8 0.6
51.41391134794242 0.6668456448870754
47.06233903605433 1.2553990633867247
eat
3 37.65962371703355 29.988389116192998
3 37.66204353491511 30.114154742312248
3 37.932969932349486 30.32808845201028
3 37.93296993234948 30.32808845201028
3 37.65962371703355 29.988389116192998
3 37.65662895793762 30.239839632449804
3 37.9133640771603 30.450136201157317
3 37.932969932349486 30.32808845201028
3 37.65962371703355 29.988389116192998
3 37.93296993234948 30.32808845201028
6 0.0001
3.0 0.0
37.79427874505116 0.13488952608109353
30.208165173253946 0.16456674261777723
cora
10 56.91493020501481 50.081905357035815
9 59.36406477852013 51.57632348227983
6 58.85220138832696 51.716673563040686
10 56.865541797602916 45.79280661125763
8 59.34867299805199 50.30942739111155
8 59.09680010837518 53.5962333109427
5 55.14409222384871 48.50537751994725
10 56.8156100127147 44.6335889142803
7 55.43750643678609 43.02647742599613
6 57.437996498491714 47.9838541069887
2 0.001
7.9 1.7578395831246945
57.52774164477332 1.4927863764422702
48.722266768288065 3.2182089959226405
citeseer
5 44.3634645571617 45.771542443429695
7 43.65053107075945 43.05178973474575
5 45.17242861664991 45.806664595909254
5 46.0232994365644 44.20354061536471
5 45.58830589504777 45.104417788260214
5 44.423367636190946 45.011559702534505
6 44.99774677511279 45.97026158619866
5 44.8180967812286 43.569222937903184
6 44.69536344184991 45.9153888130064
7 44.4263670897158 45.316824343342255
2 0.001
5.6 0.8
44.81589713002812 0.640135858537344
44.972121256069464 0.9801002831091115
